Parameters,Cumulative Return,Cumulative Long Return,Cumulative Short Return,Maximum Drawdown,Average Size
"(1, 3, 5, 7, 3)",0.8248344873671365,1.371564678039474,-0.0574236980404367,-0.0503734080637183,16.12
"(1, 3, 5, 7, 4)",0.8207093212944296,1.3604817274464245,-0.0531447713714489,-0.0459898614368754,16.51
"(1, 3, 5, 8, 2)",0.835294201878255,1.4518454731851582,-0.1172377403971516,-0.0503734080637182,15.23
"(1, 3, 5, 8, 3)",0.9803613376377038,1.386187455688121,0.2148592964402491,-0.050373408063718,15.52
"(1, 3, 5, 8, 4)",0.9184862858575112,1.338940040739501,0.1488253879538483,-0.0503734080637181,15.77
"(1, 3, 5, 9, 2)",0.8475367780631777,1.4333698140689224,-0.0834117546341065,-0.0503734080637179,14.96
"(1, 3, 5, 9, 3)",0.8721053614467522,1.4073908880676909,-0.0160233199125089,-0.0503734080637181,15.11
"(1, 3, 5, 9, 4)",0.913942384166034,1.3014721310024857,0.1789418667806599,-0.0503734080637181,15.37
"(1, 3, 5, 10, 2)",0.7896876020558421,1.382736372966868,-0.1299908498154255,-0.0503734080637181,14.68
"(1, 3, 5, 10, 3)",0.830630328428962,1.418957683714217,-0.0971745870291205,-0.0503734080637184,14.87
"(1, 3, 5, 10, 4)",0.854487918090852,1.332272562192697,0.0262750160175186,-0.0503734080637184,15.15
"(1, 3, 5, 11, 2)",0.7677772705193378,1.4994936135812238,-0.2600499221900113,-0.0503734080637181,14.52
"(1, 3, 5, 11, 3)",0.8661923884108784,1.4992076269494905,-0.1085408429384232,-0.0503734080637181,14.65
"(1, 3, 5, 11, 4)",0.8122337047364465,1.4167407320491263,-0.1256889274628557,-0.0503734080637179,14.9
"(1, 3, 10, 7, 2)",0.7210455411397692,1.2704561616387149,-0.1397150558140539,-0.0503734080637183,17.32
"(1, 3, 10, 7, 3)",0.74660262546668,1.2881522471518885,-0.1102657305284354,-0.0459898614368755,17.9
"(1, 3, 10, 7, 4)",0.8127599708481696,1.313170070648216,-0.0203703395274981,-0.0459898614368755,18.34
"(1, 3, 10, 8, 2)",0.7427608778583106,1.268926498069686,-0.1024353427689522,-0.0503734080637179,16.63
"(1, 3, 10, 8, 3)",0.7888765411840568,1.295997780933099,-0.0450637477960619,-0.0459898614368753,17.17
"(1, 3, 10, 8, 4)",0.7587744006615373,1.254776697511287,-0.0588723092570565,-0.0459898614368754,17.56
"(1, 3, 10, 9, 2)",0.7859176605508544,1.328425282583463,-0.0868065781386616,-0.0503734080637182,16.12
"(1, 3, 10, 9, 3)",0.8057538311464869,1.2421709262513685,0.0379417227959264,-0.0503734080637181,16.79
"(1, 3, 10, 9, 4)",0.866995893847478,1.297604608804892,0.1005290421986599,-0.0459898614368755,17.16
"(1, 3, 10, 10, 2)",0.6990639871246849,1.338416821149237,-0.2382833075311731,-0.0503734080637183,15.87
"(1, 3, 10, 10, 3)",0.7790977835150839,1.239408077222791,-0.0112081657298347,-0.0503734080637183,16.34
"(1, 3, 10, 10, 4)",0.8713335838444083,1.2766515192136765,0.1306830356749719,-0.0459898614368755,16.78
"(1, 3, 10, 11, 2)",0.6825091888257189,1.3521165029728994,-0.2785942264711073,-0.0503734080637181,15.55
"(1, 3, 10, 11, 3)",0.7737266763328987,1.276183653185115,-0.0631380932048705,-0.0503734080637183,16.02
"(1, 3, 10, 11, 4)",0.8494776489578579,1.2929691713995073,0.0671692442129603,-0.0459898614368755,16.57
"(1, 3, 15, 7, 2)",0.7324486411615656,1.22238493330212,-0.0747802780469517,-0.0503734080637181,18.46
"(1, 3, 15, 7, 3)",0.7980539912049593,1.2560323815489838,0.0118196905341507,-0.0339166007058021,19.12
"(1, 3, 15, 7, 4)",0.7893890300577371,1.2560323815489849,-0.0073704454610324,-0.0339166007058021,19.69
"(1, 3, 15, 8, 2)",0.732157197627002,1.2514232717571656,-0.1033030113199828,-0.0503734080637182,17.61
"(1, 3, 15, 8, 3)",0.8471899012257427,1.2637677838951222,0.0977339360668894,-0.0339166007058022,18.31
"(1, 3, 15, 8, 4)",0.7866492852501412,1.2470053070265443,-0.0026554385965918,-0.0339166007058021,18.75
"(1, 3, 15, 9, 2)",0.797561161198248,1.2455556186251702,0.0173297726989689,-0.0503734080637183,17.06
"(1, 3, 15, 9, 3)",0.84502271135714,1.276521187008454,0.0806237349535254,-0.0459898614368756,17.79
"(1, 3, 15, 9, 4)",0.8113400977023577,1.263767783895121,0.0283885566550996,-0.0366704966082272,18.23
"(1, 3, 15, 10, 2)",0.7777513032447669,1.260427860950288,-0.0346428551389682,-0.0503734080637184,16.73
"(1, 3, 15, 10, 3)",0.8360397707748011,1.27652118700845,0.0630243271572821,-0.0459898614368755,17.5
"(1, 3, 15, 10, 4)",0.8650178918851164,1.271771539792632,0.122356268574044,-0.0366704966082271,17.88
"(1, 3, 15, 11, 2)",0.7203938154654472,1.2942767998389615,-0.1704297673339043,-0.0503734080637183,16.44
"(1, 3, 15, 11, 3)",0.8238445835463886,1.2393058057583597,0.0755445583547116,-0.0503734080637183,17.15
"(1, 3, 15, 11, 4)",0.8621287571568921,1.2688685946523277,0.1187193666672532,-0.0366704966082272,17.65
"(1, 3, 20, 7, 2)",0.7547980028900885,1.261343703023894,-0.0719594184966657,-0.0371993351689141,19.27
"(1, 3, 20, 7, 3)",0.7989938465827366,1.2470053070265523,0.0230126407555713,-0.0339166007058022,19.96
"(1, 3, 20, 7, 4)",0.7329975131019257,1.2470053070265457,-0.101050069688567,-0.0281922962029822,20.73
"(1, 3, 20, 8, 2)",0.8095750229449548,1.2673173793328871,0.0203003081756192,-0.0278799703402655,18.47
"(1, 3, 20, 8, 3)",0.8039407261151874,1.2403482025190922,0.0411090274701599,-0.0339166007058022,19.18
"(1, 3, 20, 8, 4)",0.7246739704916731,1.2470053070265488,-0.1133832668091751,-0.0339166007058021,19.75
"(1, 3, 20, 9, 2)",0.7331496467647061,1.2124541028199451,-0.0646253087493846,-0.0503734080637182,17.91
"(1, 3, 20, 9, 3)",0.8259867844962208,1.2416624018432652,0.0829368933329266,-0.0366704966082269,18.73
"(1, 3, 20, 9, 4)",0.7662687231345422,1.254709757665606,-0.0462820215361517,-0.0366704966082269,19.14
"(1, 3, 20, 10, 2)",0.7955998741962635,1.2378824481152435,0.0246554331543207,-0.0503734080637181,17.54
"(1, 3, 20, 10, 3)",0.8338844816181026,1.2416624018432678,0.0956951120060478,-0.036670496608227,18.25
"(1, 3, 20, 10, 4)",0.7799811051666208,1.2403482025190944,-0.007142499278022,-0.0366704966082271,18.78
"(1, 3, 20, 11, 2)",0.7663520544189575,1.257779752393354,-0.055048273187114,-0.0503734080637182,17.15
"(1, 3, 20, 11, 3)",0.8427843006158577,1.26111576259287,0.0906908785033404,-0.0459898614368756,17.95
"(1, 3, 20, 11, 4)",0.8570472033281107,1.2597901585212536,0.1218669852475289,-0.0366704966082268,18.53
"(1, 4, 5, 7, 2)",0.7941915815998608,1.620332439762278,-0.0265486518565598,-0.0503734080637182,15.67
"(1, 4, 5, 7, 3)",0.7066523090895251,1.4615503478216332,-0.0574236980404354,-0.0503734080637186,16.12
"(1, 4, 5, 7, 4)",0.7014250612591857,1.4442519487888337,-0.0531447713714505,-0.0445286792279279,16.51
"(1, 4, 5, 8, 2)",0.7191869212032036,1.591986972234377,-0.1172377403971519,-0.0503734080637183,15.23
"(1, 4, 5, 8, 3)",0.9028934170377404,1.4849563204793306,0.2148592964402507,-0.050373408063718,15.52
"(1, 4, 5, 8, 4)",0.8243939669421312,1.4087911236722903,0.1488253879538479,-0.0503734080637182,15.77
"(1, 4, 5, 9, 2)",0.7344096945301355,1.561256776360525,-0.0834117546341068,-0.0503734080637183,14.96
"(1, 4, 5, 9, 3)",0.7652917128986392,1.5191926816572106,-0.0160233199125094,-0.0503734080637181,15.11
"(1, 4, 5, 9, 4)",0.8181529231977946,1.3491809007780755,0.1789418667806597,-0.0503734080637183,15.37
"(1, 4, 5, 10, 2)",0.6629445876306304,1.47846462178312,-0.129990849815427,-0.0503734080637182,14.68
"(1, 4, 5, 10, 3)",0.7133433031509833,1.537997997640928,-0.0971745870291224,-0.0503734080637182,14.87
"(1, 4, 5, 10, 4)",0.7430740146853039,1.3981493589893224,0.0262750160175193,-0.050373408063718,15.15
"(1, 4, 5, 11, 2)",0.6339871474134453,1.666018319539988,-0.2600499221900116,-0.0503734080637182,14.52
"(1, 4, 5, 11, 3)",0.7567042857357167,1.6661871773182375,-0.1085408429384244,-0.0503734080637181,14.65
"(1, 4, 5, 11, 4)",0.6892339398999667,1.530851392832329,-0.1256889274628557,-0.0503734080637181,14.9
"(1, 4, 10, 7, 2)",0.5785399529381936,1.3006236386439305,-0.1397150558140556,-0.0503734080637182,17.32
"(1, 4, 10, 7, 3)",0.6096934337973716,1.3297697964417017,-0.1102657305284379,-0.044528679227928,17.9
"(1, 4, 10, 7, 4)",0.6913116140396638,1.3693851414902063,-0.0203703395274996,-0.0445286792279279,18.34
"(1, 4, 10, 8, 2)",0.6050749064375947,1.2981846746623242,-0.1024353427689522,-0.0503734080637182,16.63
"(1, 4, 10, 8, 3)",0.6617479488286051,1.3421959328233617,-0.045063747796062,-0.044528679227928,17.17
"(1, 4, 10, 8, 4)",0.6247011371627835,1.2766984615388437,-0.0588723092570536,-0.0445286792279279,17.56
"(1, 4, 10, 9, 2)",0.6578347551651182,1.3928616985818736,-0.0868065781386641,-0.0503734080637182,16.12
"(1, 4, 10, 9, 3)",0.6825550706103956,1.2568139424292943,0.0379417227959262,-0.0503734080637181,16.79
"(1, 4, 10, 9, 4)",0.7593261007666205,1.3446747066615303,0.1005290421986597,-0.0445286792279279,17.16
"(1, 4, 10, 10, 2)",0.5507624023703652,1.408864387184026,-0.2382833075311726,-0.0503734080637183,15.87
"(1, 4, 10, 10, 3)",0.6493689163516583,1.2524508672410026,-0.0112081657298357,-0.0503734080637181,16.34
"(1, 4, 10, 10, 4)",0.764600885690585,1.311413277875264,0.130683035674973,-0.0445286792279279,16.78
"(1, 4, 10, 11, 2)",0.5288094578146119,1.4278082804162735,-0.2785942264711076,-0.0503734080637181,15.55
"(1, 4, 10, 11, 3)",0.6410957077962969,1.3069962267048427,-0.0631380932048703,-0.050373408063718,16.02
"(1, 4, 10, 11, 4)",0.7356867506854756,1.334282240291603,0.0671692442129596,-0.044528679227928,16.57
"(1, 4, 15, 7, 2)",0.5923339228168489,1.2259411471634136,-0.0747802780469528,-0.0503734080637184,18.46
"(1, 4, 15, 7, 3)",0.6730857440964713,1.2791632097653292,0.0118196905341476,-0.0284309982531635,19.12
"(1, 4, 15, 7, 4)",0.662047716352139,1.2791632097653318,-0.0073704454610323,-0.0284309982531636,19.69
"(1, 4, 15, 8, 2)",0.5919597834171477,1.2712830047495616,-0.1033030113199836,-0.0503734080637183,17.61
"(1, 4, 15, 8, 3)",0.734281709478646,1.2913194292011956,0.0977339360668883,-0.0284309982531633,18.31
"(1, 4, 15, 8, 4)",0.6586965183979236,1.2650085867017395,-0.0026554385965917,-0.0284309982531636,18.75
"(1, 4, 15, 9, 2)",0.6722736823271349,1.2621011220792768,0.0173297726989687,-0.0503734080637181,17.06
"(1, 4, 15, 9, 3)",0.7317085403056109,1.311399506303847,0.0806237349535268,-0.0445286792279279,17.79
"(1, 4, 15, 9, 4)",0.6895577962547412,1.2913194292011942,0.0283885566551,-0.0321028594563964,18.23
"(1, 4, 15, 10, 2)",0.6477497848488107,1.285406179550446,-0.0346428551389663,-0.050373408063718,16.73
"(1, 4, 15, 10, 3)",0.7204577086958239,1.311399506303847,0.0630243271572819,-0.0445286792279282,17.5
"(1, 4, 15, 10, 4)",0.7564702383785153,1.3039212448973423,0.1223562685740429,-0.0321028594563964,17.88
"(1, 4, 15, 11, 2)",0.5754576436123238,1.3357623547912647,-0.1704297673339027,-0.0503734080637183,16.44
"(1, 4, 15, 11, 3)",0.7037120027485009,1.2495271184831729,0.0755445583547089,-0.0503734080637182,17.15
"(1, 4, 15, 11, 4)",0.7514063125697934,1.2964823204110667,0.1187193666672554,-0.0321028594563965,17.65
"(1, 4, 20, 7, 2)",0.6196657860040113,1.2874977758150463,-0.0719594184966646,-0.0328079775373125,19.27
"(1, 4, 20, 7, 3)",0.674231973033131,1.2650085867017404,0.0230126407555744,-0.0284309982531635,19.96
"(1, 4, 20, 7, 4)",0.5924160965758078,1.2650085867017389,-0.1010500696885687,-0.0224422319833081,20.73
"(1, 4, 20, 8, 2)",0.6872697271081543,1.296897634331216,0.0203003081756194,-0.0203821577657812,18.47
"(1, 4, 20, 8, 3)",0.6805019031107007,1.2546069291948498,0.0411090274701584,-0.0284309982531634,19.18
"(1, 4, 20, 8, 4)",0.5824399372384375,1.2650085867017324,-0.1133832668091773,-0.0284309982531634,19.75
"(1, 4, 20, 9, 2)",0.5930975164919701,1.2105193731590598,-0.0646253087493826,-0.0503734080637182,17.91
"(1, 4, 20, 9, 3)",0.7079621396724904,1.256660352158319,0.0829368933329259,-0.0321028594563966,18.73
"(1, 4, 20, 9, 4)",0.6336649739315459,1.277089310577106,-0.0462820215361529,-0.0321028594563968,19.14
"(1, 4, 20, 10, 2)",0.6700989139964835,1.2500999155797965,0.0246554331543265,-0.0503734080637183,17.54
"(1, 4, 20, 10, 3)",0.7175497043688208,1.2566603521583173,0.09569511200605,-0.0321028594563967,18.25
"(1, 4, 20, 10, 4)",0.6505274770080678,1.2546069291948392,-0.0071424992780217,-0.0321028594563969,18.78
"(1, 4, 20, 11, 2)",0.6322026882794021,1.2784035789491388,-0.0550482731871135,-0.0503734080637182,17.15
"(1, 4, 20, 11, 3)",0.7273366622089539,1.2842987101026404,0.0906908785033393,-0.044528679227928,17.95
