Parameters,Cumulative Return,Cumulative Long Return,Cumulative Short Return,Maximum Drawdown,Average Size
"(1, 1, 10, 8, 4)",0.0541062456919316,0.0724092055051863,-0.1034485244455262,-0.0113936783749318,12.3
"(1, 1, 10, 9, 2)",0.0472179136034849,0.0713241936068627,-0.1568034546506633,-0.010481429170878,11.4
"(1, 1, 10, 9, 3)",0.0583341542233799,0.0724092055051859,-0.0679453446615886,-0.0106877800212191,11.6
"(1, 1, 10, 9, 4)",0.0560689727390275,0.0724092055051861,-0.0869115037472033,-0.0110176563071577,11.5
"(1, 1, 10, 10, 2)",0.0408676504125338,0.0724092055051863,-0.2166449425446525,-0.013385091366792,10.8
"(1, 1, 10, 10, 3)",0.0551159047598213,0.0719527029074729,-0.0921274142936133,-0.0114612362223077,11.0
"(1, 1, 10, 10, 4)",0.0550935977532478,0.0724092055051863,-0.0952208332301245,-0.0114612362223075,11.2
"(1, 1, 10, 11, 2)",0.0334638999477148,0.0724092055051859,-0.2750654435097113,-0.013385091366792,10.6
"(1, 1, 10, 11, 3)",0.0516229603005646,0.0708681528764552,-0.1153744654139934,-0.0114612362223079,10.6
"(1, 1, 10, 11, 4)",0.054375992498449,0.0724092055051863,-0.1010519921109148,-0.01303288234078,11.0
"(1, 1, 15, 7, 2)",0.0593404729910505,0.0724092055051863,-0.0596519851587754,-0.0106877800212189,12.7
"(1, 1, 15, 7, 3)",0.0598005835421167,0.0724092055051863,-0.053993682224234,-0.0110176563071575,13.3
"(1, 1, 15, 7, 4)",0.0536397003290274,0.0724092055051859,-0.1087972673357801,-0.0106261626539444,14.3
"(1, 1, 15, 8, 2)",0.054593729050026,0.0724092055051863,-0.1007070739234456,-0.0106877800212188,12.2
"(1, 1, 15, 8, 3)",0.0585118866859315,0.0724092055051861,-0.0653159920331077,-0.0106877800212192,12.7
"(1, 1, 15, 8, 4)",0.0548424575105839,0.0724092055051863,-0.0978472600121209,-0.0110176563071577,12.8
"(1, 1, 15, 9, 2)",0.049914431987668,0.0724092055051861,-0.142322707926321,-0.010481429170878,11.6
"(1, 1, 15, 9, 3)",0.0596268253786673,0.0724092055051861,-0.0555498398602705,-0.0106877800212189,11.8
"(1, 1, 15, 9, 4)",0.0559521832058944,0.0724092055051859,-0.0875258868099425,-0.0110176563071578,11.9
"(1, 1, 15, 10, 2)",0.0468286726046447,0.0724092055051859,-0.1669489411208981,-0.0107635824406932,11.3
"(1, 1, 15, 10, 3)",0.0555487745992555,0.0724092055051861,-0.0914585856838177,-0.0107635824406931,11.4
"(1, 1, 15, 10, 4)",0.0538339812480916,0.0724092055051857,-0.1058526067357387,-0.011461236222308,11.7
"(1, 1, 15, 11, 2)",0.0407574217610497,0.0724092055051857,-0.2175076071003002,-0.013385091366792,10.8
"(1, 1, 15, 11, 3)",0.0569680624070576,0.0724092055051857,-0.078828222013852,-0.0107635824406935,11.3
"(1, 1, 15, 11, 4)",0.0553128234575952,0.0724092055051861,-0.0924394059507238,-0.0114612362223078,11.6
"(1, 1, 20, 7, 2)",0.0580057962686535,0.0724092055051861,-0.0710518942156597,-0.0106877800212188,13.2
"(1, 1, 20, 7, 3)",0.0581185900999998,0.0724092055051861,-0.0688846456851743,-0.0109854543542077,14.3
"(1, 1, 20, 7, 4)",0.0525969235190992,0.0724092055051861,-0.1172743193762027,-0.0112549842669983,15.2
"(1, 1, 20, 8, 2)",0.0558864298858023,0.0724092055051863,-0.0892378592683765,-0.0106877800212189,12.6
"(1, 1, 20, 8, 3)",0.0563154878546496,0.0724092055051863,-0.0841985853990109,-0.0113063320730609,13.0
"(1, 1, 20, 8, 4)",0.0531028029160356,0.0724092055051863,-0.113016990820176,-0.01169394351218,13.5
"(1, 1, 20, 9, 2)",0.0513827104587729,0.0724092055051863,-0.1281657432925335,-0.0104814291708777,12.0
"(1, 1, 20, 9, 3)",0.0563760966758262,0.0724092055051863,-0.0833714731680449,-0.0113063320730607,12.4
"(1, 1, 20, 9, 4)",0.0535728680014611,0.0724092055051863,-0.1086570861901496,-0.0116939435121798,12.6
"(1, 1, 20, 10, 2)",0.0475784652185991,0.0724092055051861,-0.16020003258231,-0.0107635824406931,11.7
"(1, 1, 20, 10, 3)",0.0541226493500932,0.0724092055051863,-0.1031459844635952,-0.0107635824406932,12.0
"(1, 1, 20, 10, 4)",0.0535984340532706,0.0724092055051863,-0.1085751635388226,-0.0114612362223077,12.1
"(1, 1, 20, 11, 2)",0.0465996081175581,0.0724092055051863,-0.1684193215360345,-0.0107635824406929,11.5
"(1, 1, 20, 11, 3)",0.0576889295132498,0.0724092055051861,-0.0718732278712044,-0.0107635824406933,11.7
"(1, 1, 20, 11, 4)",0.0561813633999059,0.0724092055051861,-0.0848817702120899,-0.0114612362223077,12.2
"(1, 2, 5, 7, 2)",0.0468853428630713,0.0724092055051863,-0.0557914039697414,-0.0062382869470825,11.0
"(1, 2, 5, 7, 3)",0.0403232510921263,0.0724092055051865,-0.0855771279578215,-0.0081555058206716,11.5
"(1, 2, 5, 7, 4)",0.0495666380406962,0.0724092055051865,-0.042780065967984,-0.0081284238807963,11.6
"(1, 2, 5, 8, 2)",0.0414189247611631,0.0699679287339596,-0.072271500721927,-0.0090235990369579,10.2
"(1, 2, 5, 8, 3)",0.0454860569985771,0.072409205505187,-0.0613756040925245,-0.0086813585892934,10.8
"(1, 2, 5, 8, 4)",0.0514436538865741,0.072409205505187,-0.0333004900675587,-0.0094387178387056,10.9
"(1, 2, 5, 9, 2)",0.0388331612689929,0.0699679287339594,-0.0851897511110184,-0.0090235990369579,10.2
"(1, 2, 5, 9, 3)",0.035307091335841,0.0699679287339594,-0.1002640290750332,-0.0092834287038883,10.3
"(1, 2, 5, 9, 4)",0.0389811486251592,0.0699679287339594,-0.0824615170285404,-0.0092834287038883,10.4
"(1, 2, 5, 10, 2)",0.025893010776159,0.0689431360923384,-0.1389240687368744,-0.0090235990369579,10.2
"(1, 2, 5, 10, 3)",0.032893256547446,0.0689431360923384,-0.1095451110694936,-0.0090235990369579,10.1
"(1, 2, 5, 10, 4)",0.0330748316888653,0.0689431360923387,-0.1087721789674511,-0.0090235990369579,10.2
"(1, 2, 5, 11, 2)",-0.0047291113831666,0.0724092055051863,-0.2758215120389912,-0.0229536888021037,10.2
"(1, 2, 5, 11, 3)",0.0277979552338329,0.0699867238836995,-0.1344920379286361,-0.0133486389111579,9.7
"(1, 2, 5, 11, 4)",0.0279786346582449,0.0699867238836995,-0.133740760242619,-0.0133486389111579,9.9
"(1, 2, 10, 7, 2)",0.0453365962218434,0.0724092055051865,-0.0640318794789732,-0.0080269211312797,12.3
"(1, 2, 10, 7, 3)",0.0440566494808192,0.072409205505187,-0.0683126690270167,-0.0086866737031574,12.4
"(1, 2, 10, 7, 4)",0.0367047927177359,0.0724092055051865,-0.100473105778118,-0.0093378699394546,13.0
"(1, 2, 10, 8, 2)",0.0436432865302005,0.0724092055051868,-0.0708201929256048,-0.00802692113128,11.9
"(1, 2, 10, 8, 3)",0.0470261920508223,0.0724092055051868,-0.0537893511441207,-0.0086866737031574,11.9
"(1, 2, 10, 8, 4)",0.0359621256483047,0.0724092055051868,-0.1034485244455266,-0.0094387178387054,12.3
"(1, 2, 10, 9, 2)",0.0223627284982728,0.0699679287339594,-0.1568034546506633,-0.0121946139790401,11.4
"(1, 2, 10, 9, 3)",0.0442627656047598,0.072409205505187,-0.0679453446615887,-0.0080269211312799,11.6
"(1, 2, 10, 9, 4)",0.0398166891486777,0.0724092055051868,-0.0869115037472032,-0.0093378699394546,11.5
"(1, 2, 10, 10, 2)",0.0099223568566579,0.0724092055051865,-0.2166449425446528,-0.0229536888021037,10.8
"(1, 2, 10, 10, 3)",0.0379295412462266,0.0713820746603319,-0.0921274142936133,-0.0095738335334576,11.0
"(1, 2, 10, 10, 4)",0.0378994376723578,0.072409205505187,-0.0952208332301245,-0.0095738335334578,11.2
"(1, 2, 10, 11, 2)",-0.0045190725671137,0.0724092055051863,-0.2750654435097115,-0.0229536888021037,10.6
"(1, 2, 10, 11, 3)",0.0310304146135786,0.0689431360923389,-0.1153744654139934,-0.0095738335334576,10.6
"(1, 2, 10, 11, 4)",0.0364958451894972,0.072409205505187,-0.1010519921109148,-0.0127171257704026,11.0
"(1, 2, 15, 7, 2)",0.0462354919900571,0.0724092055051868,-0.0596519851587753,-0.0080269211312799,12.7
"(1, 2, 15, 7, 3)",0.0471809405501515,0.0724092055051868,-0.0539936822242341,-0.0086866737031574,13.3
"(1, 2, 15, 7, 4)",0.0350114353426282,0.0724092055051868,-0.1087972673357801,-0.0079036863967303,14.3
"(1, 2, 15, 8, 2)",0.0368852760066589,0.0724092055051863,-0.1007070739234458,-0.009526977621075,12.2
"(1, 2, 15, 8, 3)",0.0446384423026788,0.0724092055051865,-0.0653159920331079,-0.0080269211312798,12.7
"(1, 2, 15, 8, 4)",0.0373931606342807,0.0724092055051865,-0.0978472600121209,-0.0086866737031574,12.8
"(1, 2, 15, 9, 2)",0.0276428301685724,0.0724092055051868,-0.142322707926321,-0.0095269776210749,11.6
"(1, 2, 15, 9, 3)",0.0468377677948586,0.0724092055051868,-0.0555498398602706,-0.00802692113128,11.8
"(1, 2, 15, 9, 4)",0.0395966150951518,0.0724092055051865,-0.0875258868099426,-0.0086866737031575,11.9
"(1, 2, 15, 10, 2)",0.0216178712422188,0.0724092055051868,-0.1669489411208979,-0.0121946139790399,11.3
"(1, 2, 15, 10, 3)",0.0387911506336582,0.0724092055051868,-0.0914585856838177,-0.0081785259702285,11.4
"(1, 2, 15, 10, 4)",0.0354252930219654,0.072409205505187,-0.1058526067357388,-0.0095738335334576,11.7
"(1, 2, 15, 11, 2)",0.0097075454529069,0.0724092055051865,-0.2175076071003,-0.0229536888021037,10.8
"(1, 2, 15, 11, 3)",0.041594847042309,0.0724092055051865,-0.0788282220138524,-0.0081785259702287,11.3
"(1, 2, 15, 11, 4)",0.0383518484110381,0.0724092055051868,-0.0924394059507238,-0.0095738335334579,11.6
"(1, 2, 20, 7, 2)",0.0436093889576776,0.0724092055051868,-0.0710518942156598,-0.0080269211312799,13.2
"(1, 2, 20, 7, 3)",0.0438602929599509,0.0724092055051868,-0.0688846456851748,-0.0086222697972574,14.3
"(1, 2, 20, 7, 4)",0.0329710466925068,0.0724092055051863,-0.1172743193762027,-0.0091613296228386,15.2
"(1, 2, 20, 8, 2)",0.0394385637718599,0.0724092055051863,-0.0892378592683764,-0.0080269211312798,12.6
"(1, 2, 20, 8, 3)",0.0403161485585077,0.0724092055051868,-0.084198585399011,-0.0092640252349633,13.0
"(1, 2, 20, 8, 4)",0.0339648814070927,0.072409205505187,-0.1130169908201762,-0.0100392481132022,13.5
"(1, 2, 20, 9, 2)",0.0305697762992156,0.072409205505187,-0.1281657432925336,-0.0095269776210749,12.0
"(1, 2, 20, 9, 3)",0.0404425998941693,0.0724092055051868,-0.0833714731680447,-0.0092640252349633,12.4
"(1, 2, 20, 9, 4)",0.0348974510310078,0.0724092055051868,-0.1086570861901503,-0.0100392481132021,12.6
"(1, 2, 20, 10, 2)",0.0231005459404629,0.0724092055051868,-0.16020003258231,-0.0121946139790399,11.7
"(1, 2, 20, 10, 3)",0.0359979500863547,0.0724092055051868,-0.1031459844635955,-0.0093378699394546,12.0
"(1, 2, 20, 10, 4)",0.0349442064871989,0.0724092055051865,-0.1085751635388224,-0.0095738335334577,12.1
"(1, 2, 20, 11, 2)",0.0211788864910551,0.0724092055051865,-0.1684193215360345,-0.0121946139790399,11.5
"(1, 2, 20, 11, 3)",0.0430310744220017,0.0724092055051868,-0.0718732278712043,-0.0081785259702285,11.7
"(1, 2, 20, 11, 4)",0.0400633344683729,0.0724092055051868,-0.0848817702120898,-0.0095738335334577,12.2
"(1, 3, 5, 7, 2)",0.03409465684908,0.0724092055051859,-0.0557914039697413,-0.0048213428800532,11.0
"(1, 3, 5, 7, 3)",0.0243658757117102,0.0724092055051859,-0.0855771279578215,-0.0070745843486571,11.5
"(1, 3, 5, 7, 4)",0.0381045110924234,0.0724092055051859,-0.0427800659679838,-0.0055183163656156,11.6
"(1, 3, 5, 8, 2)",0.0259885983688354,0.0682241596116539,-0.0722715007219261,-0.0090235990369579,10.2
"(1, 3, 5, 8, 3)",0.0320503049860227,0.0724092055051854,-0.0613756040925242,-0.0063477184283612,10.8
"(1, 3, 5, 8, 4)",0.0409245489026552,0.0724092055051854,-0.0333004900675588,-0.0074837573024797,10.9
"(1, 3, 5, 9, 2)",0.0221134157385962,0.0682241596116539,-0.085189751111018,-0.0090235990369579,10.2
"(1, 3, 5, 9, 3)",0.0169288373332427,0.0682241596116539,-0.1002640290750327,-0.0090235990369579,10.3
"(1, 3, 5, 9, 4)",0.0224131169513033,0.0682241596116541,-0.0824615170285401,-0.0090235990369579,10.4
"(1, 3, 5, 10, 2)",0.0030139940715889,0.0664702353320185,-0.1389240687368744,-0.0090235990369579,10.2
"(1, 3, 5, 10, 3)",0.013286684239655,0.0664702353320187,-0.1095451110694936,-0.0090235990369579,10.1
"(1, 3, 5, 10, 4)",0.013553457054978,0.0664702353320187,-0.1087721789674512,-0.0090235990369579,10.2
"(1, 3, 5, 11, 2)",-0.0418534180730534,0.0724092055051857,-0.2758215120389909,-0.0325222862374155,10.2
"(1, 3, 5, 11, 3)",0.0058179704714507,0.0682357875013843,-0.1344920379286359,-0.0133486389111579,9.7
"(1, 3, 5, 11, 4)",0.0060827769628992,0.0682357875013843,-0.1337407602426189,-0.0133486389111579,9.9
"(1, 3, 10, 7, 2)",0.0317507877006018,0.0724092055051859,-0.064031879478973,-0.005366062241341,12.3
"(1, 3, 10, 7, 3)",0.0299148384062875,0.0724092055051861,-0.0683126690270167,-0.0063556910991571,12.4
"(1, 3, 10, 7, 4)",0.0190620854021461,0.0724092055051861,-0.1004731057781178,-0.0116458923291209,13.0
"(1, 3, 10, 8, 2)",0.0292752200937942,0.0724092055051857,-0.0708201929256046,-0.0053660622413411,11.9
"(1, 3, 10, 8, 3)",0.034357518661171,0.0724092055051859,-0.0537893511441205,-0.0063556910991573,11.9
"(1, 3, 10, 8, 4)",0.0179770792684315,0.0724092055051861,-0.1034485244455262,-0.0116458923291209,12.3
"(1, 3, 10, 9, 2)",-0.0021565065976559,0.0682241596116535,-0.1568034546506626,-0.0163836740028199,11.4
"(1, 3, 10, 9, 3)",0.0301969622679136,0.0724092055051854,-0.0679453446615886,-0.0053707582008475,11.6
"(1, 3, 10, 9, 4)",0.0236534127966476,0.0724092055051857,-0.0869115037472032,-0.0116458923291209,11.5
"(1, 3, 10, 10, 2)",-0.0204304018273514,0.0724092055051857,-0.2166449425446522,-0.0325222862374155,10.8
"(1, 3, 10, 10, 3)",0.0208511287456087,0.070648409771149,-0.0921274142936132,-0.0076864308446078,11.0
"(1, 3, 10, 10, 4)",0.0208272557096724,0.0724092055051859,-0.0952208332301244,-0.0088190442262649,11.2
"(1, 3, 10, 11, 2)",-0.0415505160337692,0.0724092055051859,-0.2750654435097113,-0.0325222862374155,10.6
"(1, 3, 10, 11, 3)",0.0106318826364995,0.0664702353320187,-0.1153744654139934,-0.0090235990369579,10.6
"(1, 3, 10, 11, 4)",0.0187686356788272,0.0724092055051859,-0.1010519921109147,-0.0124013692000251,11.0
"(1, 3, 15, 7, 2)",0.0330963936025254,0.0724092055051857,-0.0596519851587747,-0.0053660622413411,12.7
"(1, 3, 15, 7, 3)",0.034551770725494,0.0724092055051861,-0.053993682224234,-0.007339132948169,13.3
"(1, 3, 15, 7, 4)",0.0165255550554148,0.0724092055051859,-0.1087972673357803,-0.0088190442262647,14.3
"(1, 3, 15, 8, 2)",0.0192857503841243,0.0724092055051857,-0.1007070739234458,-0.0123822194658724,12.2
"(1, 3, 15, 8, 3)",0.0307903310254522,0.0724092055051861,-0.0653159920331076,-0.007339132948169,12.7
"(1, 3, 15, 8, 4)",0.0200623876623389,0.0724092055051859,-0.0978472600121208,-0.007339132948169,12.8
"(1, 3, 15, 9, 2)",0.0055959423105946,0.0724092055051852,-0.1423227079263205,-0.0123822194658725,11.6
"(1, 3, 15, 9, 3)",0.0340434078500275,0.0724092055051854,-0.0555498398602709,-0.0053707582008475,11.8
"(1, 3, 15, 9, 4)",0.0233431016765042,0.0724092055051859,-0.0875258868099421,-0.0088190442262649,11.9
"(1, 3, 15, 10, 2)",-0.0032247091357466,0.0724092055051857,-0.1669489411208987,-0.0163836740028201,11.3
"(1, 3, 15, 10, 3)",0.0221372799949448,0.0724092055051854,-0.0914585856838174,-0.0088190442262649,11.4
"(1, 3, 15, 10, 4)",0.0171831364417369,0.0724092055051859,-0.1058526067357387,-0.0116458923291209,11.7
"(1, 3, 15, 11, 2)",-0.0207442702893467,0.0724092055051857,-0.2175076071003002,-0.0325222862374155,10.8
"(1, 3, 15, 11, 3)",0.0262905551107419,0.0724092055051857,-0.0788282220138519,-0.0088190442262649,11.3
"(1, 3, 15, 11, 4)",0.0215264853025811,0.0724092055051852,-0.092439405950724,-0.0116458923291209,11.6
"(1, 3, 20, 7, 2)",0.0292221442229181,0.0724092055051859,-0.0710518942156596,-0.007339132948169,13.2
"(1, 3, 20, 7, 3)",0.0296356452170494,0.0724092055051859,-0.0688846456851745,-0.007339132948169,14.3
"(1, 3, 20, 7, 4)",0.0135320406999357,0.0724092055051861,-0.1172743193762025,-0.0111268970873325,15.2
"(1, 3, 20, 8, 2)",0.0230673844710882,0.0724092055051857,-0.0892378592683768,-0.007339132948169,12.6
"(1, 3, 20, 8, 3)",0.0244118937523392,0.0724092055051859,-0.0841985853990107,-0.007339132948169,13.0
"(1, 3, 20, 8, 4)",0.0149959361262086,0.0724092055051859,-0.1130169908201761,-0.0083845527142244,13.5
"(1, 3, 20, 9, 2)",0.0099711428079116,0.0724092055051857,-0.1281657432925339,-0.0123822194658724,12.0
"(1, 3, 20, 9, 3)",0.0246092988826029,0.0724092055051857,-0.0833714731680446,-0.0073391329481689,12.4
"(1, 3, 20, 9, 4)",0.0163834442556853,0.0724092055051859,-0.1086570861901502,-0.0083845527142243,12.6
"(1, 3, 20, 10, 2)",-0.0010259670258079,0.0724092055051854,-0.1602000325823105,-0.0163836740028201,11.7
"(1, 3, 20, 10, 3)",0.0180353686222207,0.0724092055051857,-0.103145984463595,-0.0116458923291209,12.0
"(1, 3, 20, 10, 4)",0.0164472117978353,0.0724092055051859,-0.1085751635388225,-0.0088190442262647,12.1
"(1, 3, 20, 11, 2)",-0.0038548104320766,0.0724092055051854,-0.1684193215360344,-0.0163836740028201,11.5
"(1, 3, 20, 11, 3)",0.0284365858733453,0.0724092055051857,-0.0718732278712044,-0.0085584980975974,11.7
"(1, 3, 20, 11, 4)",0.0240555192928213,0.0724092055051859,-0.0848817702120896,-0.0085584980975974,12.2
"(1, 4, 5, 7, 2)",0.0212874434600438,0.0724092055051865,-0.0557914039697413,-0.0037306268836575,11.0
"(1, 4, 5, 7, 3)",0.0084678831003455,0.0724092055051861,-0.0855771279578213,-0.0078588374115019,11.5
"(1, 4, 5, 7, 4)",0.0266167562141792,0.0724092055051863,-0.0427800659679835,-0.0038008023494918,11.6
"(1, 4, 5, 8, 2)",0.0106039420126402,0.0658991341152475,-0.0722715007219269,-0.0090235990369579,10.2
"(1, 4, 5, 8, 3)",0.018633801912568,0.0724092055051863,-0.0613756040925242,-0.0040140782674288,10.8
"(1, 4, 5, 8, 4)",0.0303824554592542,0.0724092055051863,-0.0333004900675584,-0.0055287967662535,10.9
"(1, 4, 5, 9, 2)",0.0054421494969394,0.0658991341152475,-0.0851897511110183,-0.0090235990369579,10.2
"(1, 4, 5, 9, 3)",-0.0013326149459595,0.0658991341152475,-0.1002640290750335,-0.0090235990369579,10.3
"(1, 4, 5, 9, 4)",0.0059438205294253,0.0658991341152475,-0.0824615170285404,-0.0090235990369579,10.4
"(1, 4, 5, 10, 2)",-0.0196105746708973,0.0631767457519658,-0.1389240687368745,-0.0090765307350917,10.2
"(1, 4, 5, 10, 3)",-0.0062162719879522,0.0631767457519658,-0.1095451110694937,-0.0119438989691969,10.1
"(1, 4, 5, 10, 4)",-0.0058679686140292,0.0631767457519658,-0.1087721789674511,-0.0119438989691971,10.2
"(1, 4, 5, 11, 2)",-0.0780294876535594,0.0724092055051863,-0.2758215120389911,-0.0420908836727269,10.2
"(1, 4, 5, 11, 3)",-0.0159450135268959,0.0658747380348316,-0.1344920379286361,-0.013348638911158,9.7
"(1, 4, 5, 11, 4)",-0.0156001199024049,0.0658747380348316,-0.133740760242619,-0.013348638911158,9.9
"(1, 4, 10, 7, 2)",0.0181354143863701,0.0724092055051865,-0.0640318794789732,-0.0030718584947775,12.3
"(1, 4, 10, 7, 3)",0.015797751847046,0.0724092055051863,-0.0683126690270166,-0.0040247084951571,12.4
"(1, 4, 10, 7, 4)",0.0015598470295112,0.0724092055051863,-0.1004731057781177,-0.013953914718787,13.0
"(1, 4, 10, 8, 2)",0.0149199846461451,0.0724092055051863,-0.0708201929256044,-0.0030753456942853,11.9
"(1, 4, 10, 8, 3)",0.0217056101566128,0.0724092055051865,-0.0537893511441206,-0.0040247084951569,11.9
"(1, 4, 10, 8, 4)",0.00015132135097,0.0724092055051863,-0.1034485244455266,-0.013953914718787,12.3
"(1, 4, 10, 9, 2)",-0.0263400176604091,0.0658991341152475,-0.1568034546506634,-0.0205727340265998,11.4
"(1, 4, 10, 9, 3)",0.0161386691708846,0.0724092055051863,-0.0679453446615888,-0.0041531445888107,11.6
"(1, 4, 10, 9, 4)",0.0075801872702021,0.0724092055051861,-0.0869115037472031,-0.013953914718787,11.5
"(1, 4, 10, 10, 2)",-0.0501944653690483,0.0724092055051861,-0.2166449425446525,-0.0420908836727269,10.8
"(1, 4, 10, 10, 3)",0.0038816700447696,0.0696701899189069,-0.0921274142936136,-0.0057990281557576,11.0
"(1, 4, 10, 10, 4)",0.0038775691804215,0.0724092055051861,-0.0952208332301244,-0.0104865609911927,11.2
"(1, 4, 10, 11, 2)",-0.0776413842019839,0.0724092055051861,-0.2750654435097113,-0.0420908836727269,10.6
"(1, 4, 10, 11, 3)",-0.0095723386344777,0.0631767457519658,-0.1153744654139934,-0.0090235990369579,10.6
"(1, 4, 10, 11, 4)",0.0011942280466232,0.0724092055051861,-0.1010519921109146,-0.0120856126296474,11.0
"(1, 4, 15, 7, 2)",0.0199253169143673,0.0724092055051861,-0.0596519851587754,-0.0030718584947775,12.7
"(1, 4, 15, 7, 3)",0.0219145683726054,0.0724092055051863,-0.0539936822242341,-0.0085133459537316,13.3
"(1, 4, 15, 7, 4)",-0.0018168177677957,0.0724092055051863,-0.1087972673357799,-0.0104865609911928,14.3
"(1, 4, 15, 8, 2)",0.0017970277340393,0.0724092055051861,-0.1007070739234455,-0.0152374613106694,12.2
"(1, 4, 15, 8, 3)",0.0169690050753292,0.0724092055051863,-0.0653159920331081,-0.0085133459537316,12.7
"(1, 4, 15, 8, 4)",0.0028511970558009,0.0724092055051863,-0.0978472600121209,-0.0085133459537316,12.8
"(1, 4, 15, 9, 2)",-0.0162247462326114,0.0724092055051861,-0.1423227079263211,-0.0152374613106697,11.6
"(1, 4, 15, 9, 3)",0.0212451219186617,0.0724092055051859,-0.0555498398602706,-0.0041531445888107,11.8
"(1, 4, 15, 9, 4)",0.0071922321728812,0.0724092055051859,-0.0875258868099424,-0.0104865609911927,11.9
"(1, 4, 15, 10, 2)",-0.0277006248724227,0.0724092055051865,-0.1669489411208981,-0.0205727340265998,11.3
"(1, 4, 15, 10, 3)",0.0055880931111167,0.0724092055051859,-0.0914585856838177,-0.0104865609911927,11.4
"(1, 4, 15, 10, 4)",-0.0008925080480918,0.0724092055051861,-0.1058526067357387,-0.013953914718787,11.7
"(1, 4, 15, 11, 2)",-0.0506019855469341,0.0724092055051865,-0.2175076071003001,-0.0420908836727269,10.8
"(1, 4, 15, 11, 3)",0.0110561717644241,0.0724092055051863,-0.0788282220138519,-0.0104865609911927,11.3
"(1, 4, 15, 11, 4)",0.0048369261667693,0.0724092055051861,-0.0924394059507235,-0.013953914718787,11.6
"(1, 4, 20, 7, 2)",0.0148462166345941,0.0724092055051863,-0.0710518942156595,-0.0085133459537316,13.2
"(1, 4, 20, 7, 3)",0.0154459697866928,0.0724092055051863,-0.0688846456851745,-0.0085133459537316,14.3
"(1, 4, 20, 7, 4)",-0.0057196517867976,0.0724092055051861,-0.1172743193762027,-0.0135636981392833,15.2
"(1, 4, 20, 8, 2)",0.0067746528694432,0.0724092055051861,-0.0892378592683765,-0.0085133459537316,12.6
"(1, 4, 20, 8, 3)",0.0086034182841441,0.0724092055051863,-0.0841985853990107,-0.0085133459537316,13.0
"(1, 4, 20, 8, 4)",-0.0038035532051139,0.0724092055051861,-0.1130169908201761,-0.0085133459537316,13.5
"(1, 4, 20, 9, 2)",-0.0104124932670168,0.0724092055051863,-0.1281657432925333,-0.0152374613106694,12.0
"(1, 4, 20, 9, 3)",0.0088767669948968,0.0724092055051861,-0.0833714731680448,-0.0085133459537317,12.4
"(1, 4, 20, 9, 4)",-0.0019686774365997,0.0724092055051861,-0.1086570861901501,-0.0085133459537316,12.6
"(1, 4, 20, 10, 2)",-0.0248025319752375,0.0724092055051863,-0.1602000325823099,-0.0205727340265998,11.7
"(1, 4, 20, 10, 3)",0.0002351442963468,0.0724092055051861,-0.1031459844635953,-0.013953914718787,12.0
